"REF_DATE","GEO","DGUID","Business characteristics","Use of artificial intelligence (AI) by businesses or organizations in producing goods or delivering services over the last 12 months","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, neural network","Percent","239","units","0","v1671082587","1.3.10","0.0","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, augmented reality","Percent","239","units","0","v1671082588","1.3.11","0.0","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671082589","1.3.12","1.4","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, deep learning","Percent","239","units","0","v1671082590","1.3.13","0.0","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671082591","1.3.14","","F","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671082592","1.3.15","0.8","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, robotics process automation","Percent","239","units","0","v1671082593","1.3.16","","F","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, biometrics","Percent","239","units","0","v1671082594","1.3.17","0.0","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671082595","1.3.18","","F","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","Type of AI application used, other type","Percent","239","units","0","v1671082596","1.3.19","0.0","A","","","1"
"2025","Canada","2021A000011124","Mining, quarrying, and oil and gas extraction [21]","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671082598","1.3.20","94.4","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671082806","1.4.1","3.6","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, machine learning","Percent","239","units","0","v1671082817","1.4.2","0.6","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, natural language processing","Percent","239","units","0","v1671082819","1.4.3","","F","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671082820","1.4.4","","F","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671082821","1.4.5","1.1","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671082822","1.4.6","5.8","E","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, large language models","Percent","239","units","0","v1671082823","1.4.7","","F","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671082824","1.4.8","","F","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671082825","1.4.9","","F","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, neural network","Percent","239","units","0","v1671082807","1.4.10","0.0","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, augmented reality","Percent","239","units","0","v1671082808","1.4.11","0.2","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671082809","1.4.12","0.8","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, deep learning","Percent","239","units","0","v1671082810","1.4.13","4.1","B","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671082811","1.4.14","0.2","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671082812","1.4.15","0.0","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, robotics process automation","Percent","239","units","0","v1671082813","1.4.16","0.2","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, biometrics","Percent","239","units","0","v1671082814","1.4.17","0.0","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671082815","1.4.18","2.1","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","Type of AI application used, other type","Percent","239","units","0","v1671082816","1.4.19","0.0","A","","","1"
"2025","Canada","2021A000011124","Construction [23]","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671082818","1.4.20","96.4","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083026","1.5.1","13.1","B","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, machine learning","Percent","239","units","0","v1671083037","1.5.2","","F","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, natural language processing","Percent","239","units","0","v1671083039","1.5.3","3.8","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671083040","1.5.4","2.1","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671083041","1.5.5","","F","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671083042","1.5.6","9.9","C","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, large language models","Percent","239","units","0","v1671083043","1.5.7","2.6","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671083044","1.5.8","","F","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671083045","1.5.9","","F","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, neural network","Percent","239","units","0","v1671083027","1.5.10","0.0","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, augmented reality","Percent","239","units","0","v1671083028","1.5.11","0.0","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671083029","1.5.12","0.0","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, deep learning","Percent","239","units","0","v1671083030","1.5.13","2.9","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671083031","1.5.14","13.6","E","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671083032","1.5.15","1.8","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, robotics process automation","Percent","239","units","0","v1671083033","1.5.16","1.6","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, biometrics","Percent","239","units","0","v1671083034","1.5.17","1.4","A","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671083035","1.5.18","","F","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","Type of AI application used, other type","Percent","239","units","0","v1671083036","1.5.19","8.3","C","","","1"
"2025","Canada","2021A000011124","Manufacturing [31-33]","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083038","1.5.20","86.9","B","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083246","1.6.1","10.6","B","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, machine learning","Percent","239","units","0","v1671083257","1.6.2","24.0","E","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, natural language processing","Percent","239","units","0","v1671083259","1.6.3","22.4","D","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671083260","1.6.4","39.6","E","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671083261","1.6.5","18.7","D","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671083262","1.6.6","12.9","C","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, large language models","Percent","239","units","0","v1671083263","1.6.7","3.4","B","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671083264","1.6.8","30.6","E","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671083265","1.6.9","27.5","E","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, neural network","Percent","239","units","0","v1671083247","1.6.10","0.0","A","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, augmented reality","Percent","239","units","0","v1671083248","1.6.11","0.9","A","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671083249","1.6.12","2.7","A","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, deep learning","Percent","239","units","0","v1671083250","1.6.13","4.5","B","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671083251","1.6.14","17.7","D","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671083252","1.6.15","12.2","D","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, robotics process automation","Percent","239","units","0","v1671083253","1.6.16","20.0","E","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, biometrics","Percent","239","units","0","v1671083254","1.6.17","1.8","A","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671083255","1.6.18","32.1","E","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","Type of AI application used, other type","Percent","239","units","0","v1671083256","1.6.19","6.3","B","","","1"
"2025","Canada","2021A000011124","Wholesale trade [41]","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083258","1.6.20","89.4","B","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083426","1.7.1","6.6","A","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, machine learning","Percent","239","units","0","v1671083437","1.7.2","26.8","E","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, natural language processing","Percent","239","units","0","v1671083439","1.7.3","23.7","D","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671083440","1.7.4","20.8","D","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671083441","1.7.5","19.2","D","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671083442","1.7.6","11.9","C","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, large language models","Percent","239","units","0","v1671083443","1.7.7","23.5","D","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671083444","1.7.8","33.0","E","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671083445","1.7.9","37.2","E","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, neural network","Percent","239","units","0","v1671083427","1.7.10","1.0","A","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, augmented reality","Percent","239","units","0","v1671083428","1.7.11","1.0","A","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671083429","1.7.12","2.9","A","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, deep learning","Percent","239","units","0","v1671083430","1.7.13","10.3","C","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671083431","1.7.14","15.7","E","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671083432","1.7.15","13.0","E","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, robotics process automation","Percent","239","units","0","v1671083433","1.7.16","13.3","E","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, biometrics","Percent","239","units","0","v1671083434","1.7.17","0.4","A","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671083435","1.7.18","16.3","D","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","Type of AI application used, other type","Percent","239","units","0","v1671083436","1.7.19","4.1","B","","","1"
"2025","Canada","2021A000011124","Retail trade [44-45]","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083438","1.7.20","93.4","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083446","1.8.1","1.8","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, machine learning","Percent","239","units","0","v1671083457","1.8.2","27.8","E","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, natural language processing","Percent","239","units","0","v1671083459","1.8.3","","F","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671083460","1.8.4","","F","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671083461","1.8.5","12.9","E","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671083462","1.8.6","11.7","D","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, large language models","Percent","239","units","0","v1671083463","1.8.7","","F","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671083464","1.8.8","","F","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671083465","1.8.9","","F","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, neural network","Percent","239","units","0","v1671083447","1.8.10","0.0","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, augmented reality","Percent","239","units","0","v1671083448","1.8.11","0.0","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671083449","1.8.12","0.1","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, deep learning","Percent","239","units","0","v1671083450","1.8.13","2.5","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671083451","1.8.14","1.0","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, machine or computer vision","Percent","239","units","0","v1671083452","1.8.15","10.3","E","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, robotics process automation","Percent","239","units","0","v1671083453","1.8.16","0.0","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, biometrics","Percent","239","units","0","v1671083454","1.8.17","0.1","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, marketing automation using AI","Percent","239","units","0","v1671083455","1.8.18","","F","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","Type of AI application used, other type","Percent","239","units","0","v1671083456","1.8.19","0.2","A","","","1"
"2025","Canada","2021A000011124","Transportation and warehousing [48-49]","No, business or organization did not use AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083458","1.8.20","98.2","A","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Yes, business used AI for producing goods or delivering services over the last 12 months","Percent","239","units","0","v1671083466","1.9.1","35.6","C","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, machine learning","Percent","239","units","0","v1671083477","1.9.2","34.5","D","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, natural language processing","Percent","239","units","0","v1671083479","1.9.3","40.7","E","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, virtual agents or chat bots","Percent","239","units","0","v1671083480","1.9.4","28.7","E","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, speech or voice recognition using AI","Percent","239","units","0","v1671083481","1.9.5","13.5","B","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, recommendation systems using AI","Percent","239","units","0","v1671083482","1.9.6","24.1","E","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, large language models","Percent","239","units","0","v1671083483","1.9.7","27.1","D","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, text analytics using AI","Percent","239","units","0","v1671083484","1.9.8","29.3","E","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, data analytics using AI","Percent","239","units","0","v1671083485","1.9.9","29.5","D","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, neural network","Percent","239","units","0","v1671083467","1.9.10","1.1","A","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, augmented reality","Percent","239","units","0","v1671083468","1.9.11","11.2","C","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, decision making systems based on AI","Percent","239","units","0","v1671083469","1.9.12","26.4","E","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, deep learning","Percent","239","units","0","v1671083470","1.9.13","8.9","B","","","1"
"2025","Canada","2021A000011124","Information and cultural industries [51]","Type of AI application used, image or pattern recognition","Percent","239","units","0","v1671083471","1.9.14","11.3","B","","","1"
